Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Paul Davis,Paul Davis,2007,2010,C,11-Jun,270,7/21/1984,21/7/1984,1984,26,Michigan State,https://www.basketball-reference.com/players/d/davispa01.html,davispa01,1984,26,3,,200781
Paul Griffin,Paul Griffin,1977,1983,F-C,9-Jun,205,1/20/1954,20/1/1954,1954,29,Western Michigan,https://www.basketball-reference.com/players/g/griffpa01.html,griffpa01,1954,29,6,,76889
Paul Long,Paul Long,1968,1971,G,2-Jun,180,2/8/1944,8/2/1944,1944,27,"Virginia Tech, Wake Forest",https://www.basketball-reference.com/players/l/longpa01.html,longpa01,1944,27,3,,77406
Paul McCracken,Paul McCracken,1973,1977,G,4-Jun,180,9/11/1950,11/9/1950,1950,27,Cal State Northridge,https://www.basketball-reference.com/players/m/mccrapa01.html,mccrapa01,1950,27,4,,77517
Paul Neumann,Paul Neumann,1962,1967,G,1-Jun,175,1/30/1938,30/1/1938,1938,29,Stanford,https://www.basketball-reference.com/players/n/neumapa01.html,neumapa01,1938,29,5,,77706
Paul Noel,Paul Noel,1948,1952,F,4-Jun,185,8/17/1924,17/8/1924,1924,28,Kentucky,https://www.basketball-reference.com/players/n/noelpa01.html,noelpa01,1924,28,4,,77723
Paul Reed,Paul Reed,2021,2025,F,9-Jun,210,6/14/1999,14/6/1999,1999,26,DePaul,https://www.basketball-reference.com/players/r/reedpa01.html,reedpa01,1999,26,4,,1630194
Paul Ruffner,Paul Ruffner,1971,1976,C-F,10-Jun,225,10/15/1948,15/10/1948,1948,28,"Cerritos College, BYU",https://www.basketball-reference.com/players/r/ruffnpa01.html,ruffnpa01,1948,28,5,,78039
Paul Walther,Paul Walther,1950,1955,G-F,2-Jun,160,3/23/1927,23/3/1927,1927,28,Tennessee,https://www.basketball-reference.com/players/w/walthpa01.html,walthpa01,1927,28,5,,78447
Payton Pritchard,Payton Pritchard,2021,2025,G,1-Jun,195,1/28/1998,28/1/1998,1998,27,Oregon,https://www.basketball-reference.com/players/p/pritcpa01.html,pritcpa01,1998,27,4,,1630202
Peter Verhoeven,Peter Verhoeven,1982,1987,F,9-Jun,215,2/15/1959,15/2/1959,1959,28,Fresno State,https://www.basketball-reference.com/players/v/verhope01.html,verhope01,1959,28,5,modified,78414
Phil Ford,Phil Ford,1979,1985,G,2-Jun,175,2/9/1956,9/2/1956,1956,29,UNC,https://www.basketball-reference.com/players/f/fordph01.html,fordph01,1956,29,6,,76736
PJ Dozier,PJ Dozier,2018,2025,G,6-Jun,205,10/25/1996,25/10/1996,1996,29,South Carolina,https://www.basketball-reference.com/players/d/doziepj01.html,doziepj01,1996,29,7,,1628408
Pops Mensah-Bonsu,Pops Mensah-Bonsu,2007,2011,F,9-Jun,240,9/7/1983,7/9/1983,1983,28,George Washington,https://www.basketball-reference.com/players/m/mensapo01.html,mensapo01,1983,28,4,,200822
Precious Achiuwa,Precious Achiuwa,2021,2025,F,8-Jun,225,9/19/1999,19/9/1999,1999,26,Memphis,https://www.basketball-reference.com/players/a/achiupr01.html,achiupr01,1999,26,4,,1630173
Quentin Grimes,Quentin Grimes,2022,2025,G,5-Jun,205,5/8/2000,8/5/2000,2000,25,"Kansas, Houston",https://www.basketball-reference.com/players/g/grimequ01.html,grimequ01,2000,25,3,,1629656
Quincy Acy,Quincy Acy,2013,2019,F-C,7-Jun,240,10/6/1990,6/10/1990,1990,29,Baylor,https://www.basketball-reference.com/players/a/acyqu01.html,acyqu01,1990,29,6,,203112
Quincy Lewis,Quincy Lewis,2000,2004,F,7-Jun,215,6/26/1977,26/6/1977,1977,27,Minnesota,https://www.basketball-reference.com/players/l/lewisqu01.html,lewisqu01,1977,27,4,,1900
Quinn Cook,Quinn Cook,2017,2021,G,1-Jun,180,3/23/1993,23/3/1993,1993,28,Duke,https://www.basketball-reference.com/players/c/cookqu01.html,cookqu01,1993,28,4,,1626188
Qyntel Woods,Qyntel Woods,2003,2006,F,8-Jun,221,2/16/1981,16/2/1981,1981,25,Northeast Mississippi Community College,https://www.basketball-reference.com/players/w/woodsqy01.html,woodsqy01,1981,25,3,,2417
R.J. Hampton,R.J. Hampton,2021,2024,G,4-Jun,175,2/7/2001,7/2/2001,2001,23,,https://www.basketball-reference.com/players/h/hamptrj01.html,hamptrj01,2001,23,3,,1630181
RJ Hunter,RJ Hunter,2016,2019,G,5-Jun,185,10/24/1993,24/10/1993,1993,26,Georgia State University,https://www.basketball-reference.com/players/h/hunterj01.html,hunterj01,1993,26,3,modified,1626154
Randolph Morris,Randolph Morris,2007,2010,C,10-Jun,266,1/2/1986,2/1/1986,1986,24,Kentucky,https://www.basketball-reference.com/players/m/morrira01.html,morrira01,1986,24,3,,201043
Randy Denton,Randy Denton,1972,1977,C,10-Jun,240,2/18/1949,18/2/1949,1949,28,Duke,https://www.basketball-reference.com/players/d/dentora01.html,dentora01,1949,28,5,,76558
Randy Mahaffey,Randy Mahaffey,1968,1971,F,7-Jun,210,9/28/1945,28/9/1945,1945,26,Clemson,https://www.basketball-reference.com/players/m/mahafra01.html,mahafra01,1945,26,3,,
Randy White,Randy White,1990,1994,F,8-Jun,240,11/4/1967,4/11/1967,1967,27,Louisiana Tech,https://www.basketball-reference.com/players/w/whitera01.html,whitera01,1967,27,4,,1839
Randy Woods,Randy Woods,1993,1996,G,10-May,185,9/23/1970,23/9/1970,1970,26,La Salle,https://www.basketball-reference.com/players/w/woodsra01.html,woodsra01,1970,26,3,,1010
Rashad McCants,Rashad McCants,2006,2009,G,4-Jun,207,9/25/1984,25/9/1984,1984,25,UNC,https://www.basketball-reference.com/players/m/mccanra01.html,mccanra01,1984,25,3,,101119
Ray Corley,Ray Corley,1950,1953,G,Jun-00,180,1/14/1928,14/1/1928,1928,25,Georgetown,https://www.basketball-reference.com/players/c/corlera01.html,corlera01,1928,25,3,,76452
Raymond Townsend,Raymond Townsend,1979,1982,G,3-Jun,175,12/20/1955,20/12/1955,1955,27,UCLA,https://www.basketball-reference.com/players/t/townsra01.html,townsra01,1955,27,3,,78365
Dwight Morrison,Dwight Morrison,1955,1958,F-C,8-Jun,220,4/26/1932,26/4/1932,1932,26,Idaho,https://www.basketball-reference.com/players/m/morrire01.html,morrire01,1932,26,3,modified,77648
Reggie Harding,Reggie Harding,1964,1968,C,Jul-00,249,5/4/1942,4/5/1942,1942,26,,https://www.basketball-reference.com/players/h/hardire01.html,hardire01,1942,26,4,,76945
Reggie Johnson,Reggie Johnson,1981,1984,F-C,9-Jun,205,6/25/1957,25/6/1957,1957,27,Tennessee,https://www.basketball-reference.com/players/j/johnsre01.html,johnsre01,1957,27,3,,77163
Reggie King,Reggie King,1980,1985,F,6-Jun,225,2/14/1957,14/2/1957,1957,28,Alabama,https://www.basketball-reference.com/players/k/kingre01.html,kingre01,1957,28,5,,77273
Reggie Lewis,Reggie Lewis,1988,1993,G-F,7-Jun,195,11/21/1965,21/11/1965,1965,28,Northeastern University,https://www.basketball-reference.com/players/l/lewisre01.html,lewisre01,1965,28,5,,77384
Renaldo Balkman,Renaldo Balkman,2007,2012,F,8-Jun,208,7/14/1984,14/7/1984,1984,28,South Carolina,https://www.basketball-reference.com/players/b/balkmre01.html,balkmre01,1984,28,5,,200764
Rich King,Rich King,1992,1995,C,2-Jul,260,4/4/1969,4/4/1969,1969,26,Nebraska,https://www.basketball-reference.com/players/k/kingri01.html,kingri01,1969,26,3,,1101
Rich Niemann,Rich Niemann,1969,1972,C,Jul-00,245,7/2/1946,2/7/1946,1946,26,Saint Louis,https://www.basketball-reference.com/players/n/niemari01.html,niemari01,1946,26,3,,77716
Richard Dumas,Richard Dumas,1993,1996,F,7-Jun,200,5/19/1969,19/5/1969,1969,27,Oklahoma State,https://www.basketball-reference.com/players/d/dumasri02.html,dumasri02,1969,27,3,,30
Richard Washington,Richard Washington,1977,1982,F-C,11-Jun,220,7/15/1955,15/7/1955,1955,27,UCLA,https://www.basketball-reference.com/players/w/washiri01.html,washiri01,1955,27,5,,78468
Rick Adelman*,Rick Adelman,1969,1975,G,1-Jun,175,6/16/1946,16/6/1946,1946,29,Loyola Marymount,https://www.basketball-reference.com/players/a/adelmri01.html,adelmri01,1946,29,6,,76015
Rick Mount,Rick Mount,1971,1975,G,3-Jun,175,1/5/1947,5/1/1947,1947,28,Purdue,https://www.basketball-reference.com/players/m/mountri01.html,mountri01,1947,28,4,,
Rick Roberson,Rick Roberson,1970,1976,C-F,9-Jun,231,7/7/1947,7/7/1947,1947,29,Cincinnati,https://www.basketball-reference.com/players/r/roberri01.html,roberri01,1947,29,6,,77973
Rickey Brown,Rickey Brown,1981,1985,C-F,10-Jun,215,8/20/1958,20/8/1958,1958,27,Mississippi State,https://www.basketball-reference.com/players/b/brownri01.html,brownri01,1958,27,4,,76283
RJ Barrett,RJ Barrett,2020,2025,G-F,6-Jun,214,6/14/2000,14/6/2000,2000,25,Duke,https://www.basketball-reference.com/players/b/barrerj01.html,barrerj01,2000,25,5,,1629628
Robert Sacre,Robert Sacre,2013,2016,C,Jul-00,270,6/6/1989,6/6/1989,1989,27,Gonzaga,https://www.basketball-reference.com/players/s/sacrero01.html,sacrero01,1989,27,3,,203135
Robert Swift,Robert Swift,2005,2009,C,Jul-00,245,12/3/1985,3/12/1985,1985,24,,https://www.basketball-reference.com/players/s/swiftro01.html,swiftro01,1985,24,4,,2741
Robert Traylor,Robert Traylor,1999,2005,F,8-Jun,284,2/1/1977,1/2/1977,1977,28,Michigan,https://www.basketball-reference.com/players/t/traylro01.html,traylro01,1977,28,6,,1714
Robert Werdann,Robert Werdann,1993,1997,C,11-Jun,250,9/12/1970,12/9/1970,1970,27,St. John's,https://www.basketball-reference.com/players/w/werdaro01.html,werdaro01,1970,27,4,,438
Robert Williams,Robert Williams,2019,2025,C-F,9-Jun,237,10/17/1997,17/10/1997,1997,28,Texas A&M,https://www.basketball-reference.com/players/w/williro04.html,williro04,1997,28,6,,1629057
Rodney Buford,Rodney Buford,2000,2005,G-F,5-Jun,189,11/2/1977,2/11/1977,1977,28,Creighton,https://www.basketball-reference.com/players/b/buforro01.html,buforro01,1977,28,5,,1934
Rodney Carney,Rodney Carney,2007,2011,F,7-Jun,205,4/15/1984,15/4/1984,1984,27,Memphis,https://www.basketball-reference.com/players/c/carnero01.html,carnero01,1984,27,4,,200760
Rodney White,Rodney White,2002,2005,F,9-Jun,238,6/28/1980,28/6/1980,1980,25,UNC Charlotte,https://www.basketball-reference.com/players/w/whitero02.html,whitero02,1980,25,3,,2206
Rodrigue Beaubois,Rodrigue Beaubois,2010,2013,G,Jun-00,170,2/24/1988,24/2/1988,1988,25,,https://www.basketball-reference.com/players/b/beaubro01.html,beaubro01,1988,25,3,,201958
Roger Phegley,Roger Phegley,1979,1984,G-F,6-Jun,205,10/16/1956,16/10/1956,1956,28,Bradley,https://www.basketball-reference.com/players/p/pheglro01.html,pheglro01,1956,28,5,,77848
Romeo Langford,Romeo Langford,2020,2023,G,5-Jun,216,10/25/1999,25/10/1999,1999,24,Indiana,https://www.basketball-reference.com/players/l/langfro01.html,langfro01,1999,24,3,,1629641
Ron Behagen,Ron Behagen,1974,1980,F-C,9-Jun,185,1/14/1951,14/1/1951,1951,29,Minnesota,https://www.basketball-reference.com/players/b/behagro01.html,behagro01,1951,29,6,,76140
Ron Bonham,Ron Bonham,1965,1968,F,5-Jun,192,5/31/1942,31/5/1942,1942,26,Cincinnati,https://www.basketball-reference.com/players/b/bonharo01.html,bonharo01,1942,26,3,,76201
Ron Davis,Ron Davis,1977,1982,G-F,6-Jun,198,5/1/1954,1/5/1954,1954,28,Washington State,https://www.basketball-reference.com/players/d/davisro01.html,davisro01,1954,28,5,,76534
Ron Franz,Ron Franz,1968,1973,F,7-Jun,205,10/20/1945,20/10/1945,1945,28,Kansas,https://www.basketball-reference.com/players/f/franzro01.html,franzro01,1945,28,5,,
Ron Mercer,Ron Mercer,1998,2005,G-F,7-Jun,210,5/18/1976,18/5/1976,1976,29,Kentucky,https://www.basketball-reference.com/players/m/mercero01.html,mercero01,1976,29,7,,1500
Ron Riley,Ron Riley,1973,1976,F,8-Jun,195,11/11/1950,11/11/1950,1950,26,USC,https://www.basketball-reference.com/players/r/rileyro01.html,rileyro01,1950,26,3,,77964
Ron Sobie,Ron Sobie,1957,1960,G,3-Jun,185,9/21/1934,21/9/1934,1934,26,DePaul,https://www.basketball-reference.com/players/s/sobiero01.html,sobiero01,1934,26,3,,78216
Ron Thomas,Ron Thomas,1973,1976,F,6-Jun,215,11/19/1950,19/11/1950,1950,26,"Trinity Valley CC, Louisville",https://www.basketball-reference.com/players/t/thomaro01.html,thomaro01,1950,26,3,,
Rondae Hollis-Jefferson,Rondae Hollis-Jefferson,2016,2021,F,6-Jun,217,1/3/1995,3/1/1995,1995,26,Arizona,https://www.basketball-reference.com/players/h/holliro01.html,holliro01,1995,26,5,,1626178
Ronnie Brewer,Ronnie Brewer,2007,2014,G-F,7-Jun,220,3/20/1985,20/3/1985,1985,29,Arkansas,https://www.basketball-reference.com/players/b/brewero02.html,brewero02,1985,29,7,,200758
Ronnie Lester,Ronnie Lester,1981,1986,G,2-Jun,175,1/1/1959,1/1/1959,1959,27,Iowa,https://www.basketball-reference.com/players/l/lestero01.html,lestero01,1959,27,5,,77373
Rory White,Rory White,1983,1987,F,8-Jun,210,8/16/1959,16/8/1959,1959,28,University of South Alabama,https://www.basketball-reference.com/players/w/whitero01.html,whitero01,1959,28,4,,78512
Rowland Garrett,Rowland Garrett,1973,1977,F,6-Jun,210,7/16/1950,16/7/1950,1950,27,Florida State,https://www.basketball-reference.com/players/g/garrero01.html,garrero01,1950,27,4,,76789
Roy Marble,Roy Marble,1990,1994,G-F,6-Jun,190,12/13/1966,13/12/1966,1966,28,Iowa,https://www.basketball-reference.com/players/m/marblro01.html,marblro01,1966,28,4,,77460
Roy Rogers,Roy Rogers,1997,2000,F,10-Jun,235,8/19/1973,19/8/1973,1973,27,Alabama,https://www.basketball-reference.com/players/r/rogerro02.html,rogerro02,1973,27,3,,964
Rudy Fernández,Rudy Fernández,2009,2012,G,6-Jun,185,4/4/1985,4/4/1985,1985,27,,https://www.basketball-reference.com/players/f/fernaru01.html,fernaru01,1985,27,3,,201164
Rudy White,Rudy White,1976,1981,G,2-Jun,195,6/23/1953,23/6/1953,1953,28,Arizona State,https://www.basketball-reference.com/players/w/whiteru01.html,whiteru01,1953,28,5,,78513
Rui Hachimura,Rui Hachimura,2020,2025,F,8-Jun,230,2/8/1998,8/2/1998,1998,27,Gonzaga,https://www.basketball-reference.com/players/h/hachiru01.html,hachiru01,1998,27,5,,1629060
Russ Schoene,Russ Schoene,1983,1989,F-C,10-Jun,210,4/16/1960,16/4/1960,1960,29,Chattanooga,https://www.basketball-reference.com/players/s/schoeru01.html,schoeru01,1960,29,6,,78087
Ryan Kelly,Ryan Kelly,2014,2017,F,11-Jun,230,4/9/1991,9/4/1991,1991,26,Duke,https://www.basketball-reference.com/players/k/kellyry01.html,kellyry01,1991,26,3,,203527
Saben Lee,Saben Lee,2021,2024,G,2-Jun,183,6/23/1999,23/6/1999,1999,25,Vanderbilt,https://www.basketball-reference.com/players/l/leesa01.html,leesa01,1999,25,3,,1630240
Saddiq Bey,Saddiq Bey,2021,2024,F,7-Jun,215,4/9/1999,9/4/1999,1999,25,Villanova,https://www.basketball-reference.com/players/b/beysa01.html,beysa01,1999,25,3,,1630180
Sam Dekker,Sam Dekker,2016,2022,F,9-Jun,230,5/6/1994,6/5/1994,1994,28,Wisconsin,https://www.basketball-reference.com/players/d/dekkesa01.html,dekkesa01,1994,28,6,,1626155
Sam Hauser,Sam Hauser,2022,2025,F,8-Jun,215,12/8/1997,8/12/1997,1997,28,"Marquette, Virginia",https://www.basketball-reference.com/players/h/hausesa01.html,hausesa01,1997,28,3,,1630573
Sam Merrill,Sam Merrill,2021,2025,G,4-Jun,205,5/15/1996,15/5/1996,1996,29,Utah State University,https://www.basketball-reference.com/players/m/merrisa01.html,merrisa01,1996,29,4,,1630241
Sam Smith,Sam Smith,1968,1971,F,7-Jun,230,1/27/1944,27/1/1944,1944,27,"Louisville, Kentucky Wesleyan College",https://www.basketball-reference.com/players/s/smithsa01.html,smithsa01,1944,27,3,,
Sam Vincent,Sam Vincent,1986,1992,G,2-Jun,185,5/18/1963,18/5/1963,1963,29,Michigan State,https://www.basketball-reference.com/players/v/vincesa01.html,vincesa01,1963,29,6,,78417
Sam Williams,Sam Williams,1982,1985,F,8-Jun,210,3/7/1959,7/3/1959,1959,26,Arizona State,https://www.basketball-reference.com/players/w/willisa02.html,willisa02,1959,26,3,,78568
Sam Young,Sam Young,2010,2013,F,6-Jun,220,6/1/1985,1/6/1985,1985,28,Pitt,https://www.basketball-reference.com/players/y/youngsa01.html,youngsa01,1985,28,3,,201970
Sandro Mamukelashvili,Sandro Mamukelashvili,2022,2025,C-F,11-Jun,240,5/23/1999,23/5/1999,1999,26,Seton Hall,https://www.basketball-reference.com/players/m/mamuksa01.html,mamuksa01,1999,26,3,,1630572
Santi Aldama,Santi Aldama,2022,2025,F,11-Jun,224,1/10/2001,10/1/2001,2001,24,Loyola (MD),https://www.basketball-reference.com/players/a/aldamsa01.html,aldamsa01,2001,24,3,,1630583
Scooter McCray,Scooter McCray,1984,1987,F-G,9-Jun,215,2/8/1960,8/2/1960,1960,27,Louisville,https://www.basketball-reference.com/players/m/mccrasc01.html,mccrasc01,1960,27,3,,77518
Scott Machado,Scott Machado,2013,2019,G,1-Jun,205,6/8/1990,8/6/1990,1990,29,Iona College,https://www.basketball-reference.com/players/m/machasc01.html,machasc01,1990,29,6,,203159
Scott May,Scott May,1977,1983,F,7-Jun,215,3/19/1954,19/3/1954,1954,29,Indiana,https://www.basketball-reference.com/players/m/maysc01.html,maysc01,1954,29,6,,77490
Scottie Barnes,Scottie Barnes,2022,2025,G-F,7-Jun,227,8/1/2001,1/8/2001,2001,24,Florida State,https://www.basketball-reference.com/players/b/barnesc01.html,barnesc01,2001,24,3,,1630567
Sean Kilpatrick,Sean Kilpatrick,2015,2018,G,4-Jun,210,1/6/1990,6/1/1990,1990,28,Cincinnati,https://www.basketball-reference.com/players/k/kilpase01.html,kilpase01,1990,28,3,,203930
Sean May,Sean May,2006,2010,F-C,9-Jun,266,4/4/1984,4/4/1984,1984,26,UNC,https://www.basketball-reference.com/players/m/mayse01.html,mayse01,1984,26,4,,101118
Sean Williams,Sean Williams,2008,2012,C-F,10-Jun,235,9/13/1986,13/9/1986,1986,26,Boston College,https://www.basketball-reference.com/players/w/willise01.html,willise01,1986,26,4,,201157
Semi Ojeleye,Semi Ojeleye,2018,2022,F,6-Jun,240,12/5/1994,5/12/1994,1994,28,"Duke, SMU",https://www.basketball-reference.com/players/o/ojelese01.html,ojelese01,1994,28,4,,1628400
Shabazz Muhammad,Shabazz Muhammad,2014,2018,F-G,6-Jun,223,11/13/1992,13/11/1992,1992,26,UCLA,https://www.basketball-reference.com/players/m/muhamsh01.html,muhamsh01,1992,26,4,,203498
Shabazz Napier,Shabazz Napier,2015,2020,G,Jun-00,175,7/14/1991,14/7/1991,1991,29,UConn,https://www.basketball-reference.com/players/n/napiesh01.html,napiesh01,1991,29,5,,203894
Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,2019,2025,G,6-Jun,200,7/12/1998,12/7/1998,1998,27,Kentucky,https://www.basketball-reference.com/players/g/gilgesh01.html,gilgesh01,1998,27,6,,1628983
Shake Milton,Shake Milton,2019,2025,G,5-Jun,205,9/26/1996,26/9/1996,1996,29,SMU,https://www.basketball-reference.com/players/m/miltosh01.html,miltosh01,1996,29,6,,1629003
Shaler Halimon,Shaler Halimon,1969,1973,G-F,5-Jun,199,3/30/1945,30/3/1945,1945,28,"Imperial Valley College, Utah State University",https://www.basketball-reference.com/players/h/halimsh01.html,halimsh01,1945,28,4,,76922
Shane Larkin,Shane Larkin,2014,2018,G,11-May,175,10/2/1992,2/10/1992,1992,26,Miami (FL),https://www.basketball-reference.com/players/l/larkish01.html,larkish01,1992,26,4,,203499
Sharone Wright,Sharone Wright,1995,1998,F-C,11-Jun,260,1/30/1973,30/1/1973,1973,25,Clemson,https://www.basketball-reference.com/players/w/wrighsh01.html,wrighsh01,1973,25,3,,412
Shawn Respert,Shawn Respert,1996,1999,G,1-Jun,195,2/6/1972,6/2/1972,1972,27,Michigan State,https://www.basketball-reference.com/players/r/respesh01.html,respesh01,1972,27,3,,704
Shawne Williams,Shawne Williams,2007,2015,F,9-Jun,225,2/16/1986,16/2/1986,1986,29,Memphis,https://www.basketball-reference.com/players/w/willish03.html,willish03,1986,29,8,,200761
Shelden Williams,Shelden Williams,2007,2012,F,9-Jun,250,10/21/1983,21/10/1983,1983,29,Duke,https://www.basketball-reference.com/players/w/willish02.html,willish02,1983,29,5,,200749
Shellie McMillon,Shellie McMillon,1959,1962,F,5-Jun,205,3/11/1936,11/3/1936,1936,26,Bradley,https://www.basketball-reference.com/players/m/mcmilsh01.html,mcmilsh01,1936,26,3,,77555
Shelvin Mack,Shelvin Mack,2012,2019,G,3-Jun,203,4/22/1990,22/4/1990,1990,29,Butler,https://www.basketball-reference.com/players/m/macksh01.html,macksh01,1990,29,7,,202714
Simmie Hill,Simmie Hill,1970,1974,F,7-Jun,233,11/14/1946,14/11/1946,1946,28,"Wichita State, Cameron University, West Texas A&M University",https://www.basketball-reference.com/players/h/hillsi01.html,hillsi01,1946,28,4,,
Sindarius Thornwell,Sindarius Thornwell,2018,2021,G,4-Jun,215,11/15/1994,15/11/1994,1994,27,South Carolina,https://www.basketball-reference.com/players/t/thornsi01.html,thornsi01,1994,27,3,,1628414
Skal Labissière,Skal Labissière,2017,2020,F,10-Jun,235,3/18/1996,18/3/1996,1996,24,Kentucky,https://www.basketball-reference.com/players/l/labissk01.html,labissk01,1996,24,3,,1627746
Skeeter Swift,Skeeter Swift,1970,1974,G,3-Jun,204,6/19/1946,19/6/1946,1946,28,East Tennessee State University,https://www.basketball-reference.com/players/s/swiftsk01.html,swiftsk01,1946,28,4,,
Skylar Mays,Skylar Mays,2021,2024,G,4-Jun,205,9/5/1997,5/9/1997,1997,27,LSU,https://www.basketball-reference.com/players/m/mayssk01.html,mayssk01,1997,27,3,,1630219
Slick Watts,Slick Watts,1974,1979,G,1-Jun,175,7/22/1951,22/7/1951,1951,28,Xavier University of Louisiana,https://www.basketball-reference.com/players/w/wattssl01.html,wattssl01,1951,28,5,,78473
Sly Williams,Sly Williams,1980,1986,F-G,7-Jun,210,1/26/1958,26/1/1958,1958,28,Rhode Island,https://www.basketball-reference.com/players/w/willisl01.html,willisl01,1958,28,6,,78570
Smush Parker,Smush Parker,2003,2008,G,4-Jun,190,6/1/1981,1/6/1981,1981,27,Fordham,https://www.basketball-reference.com/players/p/parkesm01.html,parkesm01,1981,27,5,,2470
Lloyd Dove,Lloyd Dove,1968,1972,F,7-Jun,198,8/16/1945,16/8/1945,1945,27,St. John's,https://www.basketball-reference.com/players/d/doveso01.html,doveso01,1945,27,4,modified,76592
Sidney Hertzberg,Sidney Hertzberg,1947,1951,G,10-May,175,7/29/1922,29/7/1922,1922,29,City College of New York,https://www.basketball-reference.com/players/h/hertzso01.html,hertzso01,1922,29,4,modified,77011
Sonny Parker,Sonny Parker,1977,1982,F-G,6-Jun,200,3/22/1955,22/3/1955,1955,27,Texas A&M,https://www.basketball-reference.com/players/p/parkeso01.html,parkeso01,1955,27,5,,77800
Spencer Hawes,Spencer Hawes,2008,2017,C-F,1-Jul,245,4/28/1988,28/4/1988,1988,29,Washington,https://www.basketball-reference.com/players/h/hawessp01.html,hawessp01,1988,29,9,,201150
Stan Brown,Stan Brown,1948,1952,F,3-Jun,200,6/27/1929,27/6/1929,1929,23,,https://www.basketball-reference.com/players/b/brownst01.html,brownst01,1929,23,4,,76285
Stan Kimbrough,Stan Kimbrough,1990,1993,G,11-May,153,4/24/1966,24/4/1966,1966,27,"Central Florida, Xavier",https://www.basketball-reference.com/players/k/kimbrst01.html,kimbrst01,1966,27,3,,77261
Stan Love,Stan Love,1972,1975,F,9-Jun,215,4/9/1949,9/4/1949,1949,26,Oregon,https://www.basketball-reference.com/players/l/lovest01.html,lovest01,1949,26,3,,77413
Slava Medvedenko,Slava Medvedenko,2001,2007,F,10-Jun,250,4/4/1979,4/4/1979,1979,28,,https://www.basketball-reference.com/players/m/medvest01.html,medvest01,1979,28,6,modified,2098
Stanley Johnson,Stanley Johnson,2016,2023,F,6-Jun,242,5/29/1996,29/5/1996,1996,27,Arizona,https://www.basketball-reference.com/players/j/johnsst04.html,johnsst04,1996,27,7,,1626169
Stephen Graham,Stephen Graham,2006,2011,G,6-Jun,215,6/11/1982,11/6/1982,1982,29,"Central Florida, Oklahoma State",https://www.basketball-reference.com/players/g/grahast01.html,grahast01,1982,29,5,,101211
Stephen Howard,Stephen Howard,1993,1998,F,9-Jun,225,7/15/1970,15/7/1970,1970,28,DePaul,https://www.basketball-reference.com/players/h/howarst01.html,howarst01,1970,28,5,,1128
Sterling Brown,Sterling Brown,2018,2023,G,5-Jun,219,2/10/1995,10/2/1995,1995,28,SMU,https://www.basketball-reference.com/players/b/brownst02.html,brownst02,1995,28,5,,1628425
Steve Alford,Steve Alford,1988,1991,G,2-Jun,183,11/23/1964,23/11/1964,1964,27,Indiana,https://www.basketball-reference.com/players/a/alforst01.html,alforst01,1964,27,3,,76024
Stephen Bardo,Stephen Bardo,1992,1996,G,5-Jun,190,4/5/1968,5/4/1968,1968,28,Illinois,https://www.basketball-reference.com/players/b/bardost01.html,bardost01,1968,28,4,modified,76097
Steve Green,Steve Green,1976,1979,F,7-Jun,220,10/4/1953,4/10/1953,1953,26,Indiana,https://www.basketball-reference.com/players/g/greenst01.html,greenst01,1953,26,3,,76878
Steve Harris,Steve Harris,1986,1990,G,5-Jun,195,10/15/1963,15/10/1963,1963,27,Tulsa,https://www.basketball-reference.com/players/h/harrist01.html,harrist01,1963,27,4,,76960
Steve Patterson,Steve Patterson,1972,1976,C,9-Jun,225,6/24/1948,24/6/1948,1948,28,UCLA,https://www.basketball-reference.com/players/p/pattest01.html,pattest01,1948,28,4,,77812
Steve Stipanovich,Steve Stipanovich,1984,1988,C,11-Jun,245,11/17/1960,17/11/1960,1960,28,Missouri,https://www.basketball-reference.com/players/s/stipast01.html,stipast01,1960,28,4,,78257
Steven Hunter,Steven Hunter,2002,2010,C,Jul-00,220,10/31/1981,31/10/1981,1981,29,DePaul,https://www.basketball-reference.com/players/h/huntest01.html,huntest01,1981,29,8,,2212
Stewart Granger,Stewart Granger,1984,1987,G,3-Jun,190,10/27/1961,27/10/1961,1961,26,Villanova,https://www.basketball-reference.com/players/g/grangst01.html,grangst01,1961,26,3,,76847
Stuart Gray,Stuart Gray,1985,1991,C-F,Jul-00,235,5/27/1963,27/5/1963,1963,28,UCLA,https://www.basketball-reference.com/players/g/grayst01.html,grayst01,1963,28,6,,76861
Svi Mykhailiuk,Svi Mykhailiuk,2019,2025,G-F,7-Jun,205,6/10/1997,10/6/1997,1997,28,Kansas,https://www.basketball-reference.com/players/m/mykhasv01.html,mykhasv01,1997,28,6,,1629004
T.J. Ford,T.J. Ford,2004,2012,G,Jun-00,165,3/24/1983,24/3/1983,1983,29,Texas,https://www.basketball-reference.com/players/f/fordtj01.html,fordtj01,1983,29,8,,2551
T.J. Leaf,T.J. Leaf,2018,2021,F,10-Jun,222,4/30/1997,30/4/1997,1997,24,UCLA,https://www.basketball-reference.com/players/l/leaftj01.html,leaftj01,1997,24,3,,1628388
