Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length
World B. Free,World B. Free,1976,1988,G,2-Jun,185,12/9/1953,9/12/1953,1953,35,Guilford College,https://www.basketball-reference.com/players/f/freewo01.html,freewo01,1953,35,12
Mike Evans,Mike Evans,1980,1988,G,1-Jun,170,4/19/1955,19/4/1955,1955,33,Kansas State,https://www.basketball-reference.com/players/e/evansmi01.html,evansmi01,1955,33,8
Mike Farmer,Mike Farmer,1959,1966,F,7-Jun,210,9/26/1936,26/9/1936,1936,30,San Francisco,https://www.basketball-reference.com/players/f/farmemi01.html,farmemi01,1936,30,7
Mike Flynn,Mike Flynn,1976,1978,G,2-Jun,180,7/31/1953,31/7/1953,1953,25,Kentucky,https://www.basketball-reference.com/players/f/flynnmi01.html,flynnmi01,1953,25,2
Mike Gale,Mike Gale,1972,1982,G,4-Jun,185,7/18/1950,18/7/1950,1950,32,Elizabeth City State University,https://www.basketball-reference.com/players/g/galemi01.html,galemi01,1950,32,10
Mike Gibson,Mike Gibson,1984,1986,F,10-Jun,205,10/27/1960,27/10/1960,1960,26,USC Upstate,https://www.basketball-reference.com/players/g/gibsomi01.html,gibsomi01,1960,26,2
Mike Glenn,Mike Glenn,1978,1987,G,2-Jun,175,9/10/1955,10/9/1955,1955,32,Southern Illinois,https://www.basketball-reference.com/players/g/glennmi01.html,glennmi01,1955,32,9
Xavier McDaniel,Xavier McDaniel,1986,1998,F,7-Jun,205,6/4/1963,4/6/1963,1963,35,Wichita State,https://www.basketball-reference.com/players/m/mcdanxa01.html,mcdanxa01,1963,35,12
Mike Green,Mike Green,1974,1980,C-F,10-Jun,200,8/6/1951,6/8/1951,1951,29,Louisiana Tech,https://www.basketball-reference.com/players/g/greenmi01.html,greenmi01,1951,29,6
Mike Grosso,Mike Grosso,1972,1972,C,9-Jun,230,9/7/1947,7/9/1947,1947,25,Louisville,https://www.basketball-reference.com/players/g/grossmi01.html,grossmi01,1947,25,0
Mike Hall,Mike Hall,2007,2007,F,8-Jun,230,6/5/1984,5/6/1984,1984,23,George Washington,https://www.basketball-reference.com/players/h/hallmi01.html,hallmi01,1984,23,0
Mike Harper,Mike Harper,1981,1982,C-F,10-Jun,195,12/9/1957,9/12/1957,1957,25,North Park University,https://www.basketball-reference.com/players/h/harpemi01.html,harpemi01,1957,25,1
Mike Harris,Mike Harris,2008,2014,F,6-Jun,240,6/15/1983,15/6/1983,1983,31,Rice University,https://www.basketball-reference.com/players/h/harrimi01.html,harrimi01,1983,31,6
Mike Higgins,Mike Higgins,1990,1991,F,9-Jun,220,2/17/1967,17/2/1967,1967,24,University of Northern Colorado,https://www.basketball-reference.com/players/h/higgimi01.html,higgimi01,1967,24,1
Mike Iuzzolino,Mike Iuzzolino,1992,1993,G,10-May,175,1/22/1968,22/1/1968,1968,25,"Penn State, Saint Francis University",https://www.basketball-reference.com/players/i/iuzzomi01.html,iuzzomi01,1968,25,1
Mike Jackson,Mike Jackson,1973,1976,F,7-Jun,215,7/31/1949,31/7/1949,1949,27,"Allan Hancock College, California State University, Los Angeles",https://www.basketball-reference.com/players/j/jacksmi01.html,jacksmi01,1949,27,3
Mike James,Mike James,2018,2021,G,1-Jun,189,8/18/1990,18/8/1990,1990,31,Lamar,https://www.basketball-reference.com/players/j/jamesmi02.html,jamesmi02,1990,31,3
Zaza Pachulia,Zaza Pachulia,2004,2019,C,11-Jun,270,2/10/1984,10/2/1984,1984,35,,https://www.basketball-reference.com/players/p/pachuza01.html,pachuza01,1984,35,15
Mike Kearns,Mike Kearns,1955,1955,G,2-Jun,178,6/18/1929,18/6/1929,1929,26,Princeton,https://www.basketball-reference.com/players/k/kearnmi01.html,kearnmi01,1929,26,0
Mike Lewis,Mike Lewis,1969,1974,C-F,8-Jun,225,3/18/1946,18/3/1946,1946,28,Duke,https://www.basketball-reference.com/players/l/lewismi01.html,lewismi01,1946,28,5
Mike Lynn,Mike Lynn,1970,1971,F,7-Jun,215,11/25/1945,25/11/1945,1945,26,UCLA,https://www.basketball-reference.com/players/l/lynnmi01.html,lynnmi01,1945,26,1
Mike Macaluso,Mike Macaluso,1974,1974,F,5-Jun,210,7/20/1951,20/7/1951,1951,23,Canisius,https://www.basketball-reference.com/players/m/macalmi01.html,macalmi01,1951,23,0
Mike Maloy,Mike Maloy,1971,1973,F,7-Jun,215,5/10/1949,10/5/1949,1949,24,Davidson,https://www.basketball-reference.com/players/m/maloymi01.html,maloymi01,1949,24,2
Mike McCarron,Mike McCarron,1947,1950,G,11-May,180,3/2/1922,2/3/1922,1922,28,Seton Hall,https://www.basketball-reference.com/players/m/mccarmi01.html,mccarmi01,1922,28,3
Mike McGee,Mike McGee,1982,1990,G-F,5-Jun,190,7/29/1959,29/7/1959,1959,31,Michigan,https://www.basketball-reference.com/players/m/mcgeemi01.html,mcgeemi01,1959,31,8
Željko Rebrača,Željko Rebrača,2002,2006,C,Jul-00,257,4/9/1972,9/4/1972,1972,34,,https://www.basketball-reference.com/players/r/rebraze01.html,rebraze01,1972,34,4
Mike Mitchell,Mike Mitchell,1979,1988,F,7-Jun,215,1/1/1956,1/1/1956,1956,32,Auburn,https://www.basketball-reference.com/players/m/mitchmi01.html,mitchmi01,1956,32,9
Mike Morrison,Mike Morrison,1990,1990,G,4-Jun,195,8/16/1967,16/8/1967,1967,23,Loyola (MD),https://www.basketball-reference.com/players/m/morrimi01.html,morrimi01,1967,23,0
Mike Muscala,Mike Muscala,2014,2024,F-C,10-Jun,240,7/1/1991,1/7/1991,1991,33,Bucknell,https://www.basketball-reference.com/players/m/muscami01.html,muscami01,1991,33,10
Mike Newlin,Mike Newlin,1972,1982,G-F,4-Jun,200,1/2/1949,2/1/1949,1949,33,Utah,https://www.basketball-reference.com/players/n/newlimi01.html,newlimi01,1949,33,10
Mike Niles,Mike Niles,1981,1981,F,6-Jun,225,3/31/1955,31/3/1955,1955,26,Cal State Fullerton,https://www.basketball-reference.com/players/n/nilesmi01.html,nilesmi01,1955,26,0
Adonal Foyle,Adonal Foyle,1998,2009,C,10-Jun,250,3/9/1975,9/3/1975,1975,34,Colgate,https://www.basketball-reference.com/players/f/foylead01.html,foylead01,1975,34,11
Mike O'Koren,Mike O'Koren,1981,1988,F-G,7-Jun,207,2/7/1958,7/2/1958,1958,30,UNC,https://www.basketball-reference.com/players/o/okoremi01.html,okoremi01,1958,30,7
Mike O'Neill,Mike O'Neill,1953,1953,F,3-Jun,210,8/11/1928,11/8/1928,1928,25,California,https://www.basketball-reference.com/players/o/oneilmi01.html,oneilmi01,1928,25,0
Mike Penberthy,Mike Penberthy,2001,2002,G,3-Jun,185,11/29/1974,29/11/1974,1974,28,Master's College,https://www.basketball-reference.com/players/p/penbemi01.html,penbemi01,1974,28,1
Mike Peplowski,Mike Peplowski,1994,1996,C,10-Jun,270,10/15/1970,15/10/1970,1970,26,Michigan State,https://www.basketball-reference.com/players/p/peplomi01.html,peplomi01,1970,26,2
Mike Pratt,Mike Pratt,1971,1972,G-F,4-Jun,195,8/4/1948,4/8/1948,1948,24,Kentucky,https://www.basketball-reference.com/players/p/prattmi01.html,prattmi01,1948,24,1
Mike Price,Mike Price,1971,1973,G,3-Jun,200,9/11/1948,11/9/1948,1948,25,Illinois,https://www.basketball-reference.com/players/p/pricemi01.html,pricemi01,1948,25,2
Mike Ratliff,Mike Ratliff,1973,1974,C,10-Jun,230,6/7/1951,7/6/1951,1951,23,University of Wisconsin-Eau Claire,https://www.basketball-reference.com/players/r/ratlimi01.html,ratlimi01,1951,23,1
Mike Riordan,Mike Riordan,1969,1977,G-F,4-Jun,200,7/9/1945,9/7/1945,1945,32,Providence,https://www.basketball-reference.com/players/r/riordmi01.html,riordmi01,1945,32,8
Mike Sanders,Mike Sanders,1983,1993,F-G,6-Jun,210,5/7/1960,7/5/1960,1960,33,UCLA,https://www.basketball-reference.com/players/s/sandemi01.html,sandemi01,1960,33,10
Mike Scott,Mike Scott,2013,2021,F,7-Jun,237,7/16/1988,16/7/1988,1988,33,Virginia,https://www.basketball-reference.com/players/s/scottmi01.html,scottmi01,1988,33,8
Mike Silliman,Mike Silliman,1971,1971,F,6-Jun,225,5/5/1944,5/5/1944,1944,27,United States Military Academy,https://www.basketball-reference.com/players/s/sillimi01.html,sillimi01,1944,27,0
Mike Smith,Mike Smith,2001,2001,F,8-Jun,195,4/15/1976,15/4/1976,1976,25,Louisiana-Monroe,https://www.basketball-reference.com/players/s/smithmi03.html,smithmi03,1976,25,0
Mike Smrek,Mike Smrek,1986,1992,C,Jul-00,250,8/31/1962,31/8/1962,1962,30,Canisius,https://www.basketball-reference.com/players/s/smrekmi01.html,smrekmi01,1962,30,6
Mike Sojourner,Mike Sojourner,1975,1977,C-F,9-Jun,225,10/16/1953,16/10/1953,1953,24,Utah,https://www.basketball-reference.com/players/s/sojoumi01.html,sojoumi01,1953,24,2
Mike Sweetney,Mike Sweetney,2004,2007,F,8-Jun,275,10/25/1982,25/10/1982,1982,25,Georgetown,https://www.basketball-reference.com/players/s/sweetmi01.html,sweetmi01,1982,25,3
Mike Taylor,Mike Taylor,2009,2009,G,2-Jun,165,1/21/1986,21/1/1986,1986,23,"Chipola College, Iowa State",https://www.basketball-reference.com/players/t/taylomi01.html,taylomi01,1986,23,0
Mike Tobey,Mike Tobey,2017,2017,C,Jul-00,260,10/10/1994,10/10/1994,1994,23,Virginia,https://www.basketball-reference.com/players/t/tobeymi01.html,tobeymi01,1994,23,0
Mike Todorovich,Mike Todorovich,1950,1951,F-C,5-Jun,220,6/11/1923,11/6/1923,1923,28,"Washington University in Saint Louis, Notre Dame, Wyoming",https://www.basketball-reference.com/players/t/todormi01.html,todormi01,1923,28,1
Mike Wilks,Mike Wilks,2003,2010,G,10-May,185,5/7/1979,7/5/1979,1979,31,Rice University,https://www.basketball-reference.com/players/w/wilksmi01.html,wilksmi01,1979,31,7
Mike Williams,Mike Williams,1990,1990,F,8-Jun,255,8/14/1963,14/8/1963,1963,27,"Cincinnati, Bradley",https://www.basketball-reference.com/players/w/willimi03.html,willimi03,1963,27,0
Mike Woodson,Mike Woodson,1981,1991,G-F,5-Jun,195,3/24/1958,24/3/1958,1958,33,Indiana,https://www.basketball-reference.com/players/w/woodsmi01.html,woodsmi01,1958,33,10
Adrian Griffin,Adrian Griffin,2000,2008,G-F,5-Jun,217,7/4/1974,4/7/1974,1974,34,Seton Hall,https://www.basketball-reference.com/players/g/griffad01.html,griffad01,1974,34,8
Mile Ilić,Mile Ilić,2007,2007,C,1-Jul,230,6/2/1984,2/6/1984,1984,23,,https://www.basketball-reference.com/players/i/ilicmi01.html,ilicmi01,1984,23,0
Miles Bridges,Miles Bridges,2019,2025,G-F,7-Jun,225,3/21/1998,21/3/1998,1998,27,Michigan State,https://www.basketball-reference.com/players/b/bridgmi02.html,bridgmi02,1998,27,6
Miles McBride,Miles McBride,2022,2025,G,2-Jun,200,9/8/2000,8/9/2000,2000,25,West Virginia,https://www.basketball-reference.com/players/m/mcbrimi01.html,mcbrimi01,2000,25,3
Miles Plumlee,Miles Plumlee,2013,2019,C-F,11-Jun,249,9/1/1988,1/9/1988,1988,31,Duke,https://www.basketball-reference.com/players/p/plumlmi01.html,plumlmi01,1988,31,6
Miles Simon,Miles Simon,1999,1999,G,3-Jun,202,11/21/1975,21/11/1975,1975,24,Arizona,https://www.basketball-reference.com/players/s/simonmi01.html,simonmi01,1975,24,0
Milo Komenich,Milo Komenich,1950,1950,F-C,7-Jun,212,6/22/1920,22/6/1920,1920,30,Wyoming,https://www.basketball-reference.com/players/k/komenmi01.html,komenmi01,1920,30,0
Miloš Babić,Miloš Babić,1991,1992,C-F,Jul-00,240,11/23/1968,23/11/1968,1968,24,Tennessee Technological University,https://www.basketball-reference.com/players/b/babicmi01.html,babicmi01,1968,24,1
Miloš Teodosić,Miloš Teodosić,2018,2019,G,5-Jun,196,3/19/1987,19/3/1987,1987,32,,https://www.basketball-reference.com/players/t/teodomi01.html,teodomi01,1987,32,1
Milt Palacio,Milt Palacio,2000,2006,G,3-Jun,195,2/7/1978,7/2/1978,1978,28,"Midland College, Colorado State",https://www.basketball-reference.com/players/p/palacmi01.html,palacmi01,1978,28,6
Milt Schoon,Milt Schoon,1947,1950,C,7-Jun,230,2/25/1922,25/2/1922,1922,28,Valparaiso,https://www.basketball-reference.com/players/s/schoomi01.html,schoomi01,1922,28,3
Milt Wagner,Milt Wagner,1988,1991,G,5-Jun,185,2/20/1963,20/2/1963,1963,28,Louisville,https://www.basketball-reference.com/players/w/wagnemi01.html,wagnemi01,1963,28,3
Milt Williams,Milt Williams,1971,1975,G,2-Jun,182,11/22/1945,22/11/1945,1945,30,Lincoln University of Missouri,https://www.basketball-reference.com/players/w/willimi01.html,willimi01,1945,30,4
Milton Doyle,Milton Doyle,2018,2018,G,4-Jun,185,10/31/1993,31/10/1993,1993,25,Loyola Chicago,https://www.basketball-reference.com/players/d/doylemi01.html,doylemi01,1993,25,0
Mindaugas Kuzminskas,Mindaugas Kuzminskas,2017,2018,F,9-Jun,215,10/19/1989,19/10/1989,1989,29,,https://www.basketball-reference.com/players/k/kuzmimi01.html,kuzmimi01,1989,29,1
Miroslav Raduljica,Miroslav Raduljica,2014,2015,C,Jul-00,250,1/5/1988,5/1/1988,1988,27,,https://www.basketball-reference.com/players/r/radulmi01.html,radulmi01,1988,27,1
Mirsad Türkcan,Mirsad Türkcan,2000,2000,F,9-Jun,236,6/7/1976,7/6/1976,1976,24,,https://www.basketball-reference.com/players/t/turkcmi01.html,turkcmi01,1976,24,0
Mirza Teletović,Mirza Teletović,2013,2018,F,9-Jun,242,9/18/1985,18/9/1985,1985,33,,https://www.basketball-reference.com/players/t/teletmi01.html,teletmi01,1985,33,5
Mitch Creek,Mitch Creek,2019,2019,G,5-Jun,216,4/27/1992,27/4/1992,1992,27,,https://www.basketball-reference.com/players/c/creekmi01.html,creekmi01,1992,27,0
Mitch Kupchak,Mitch Kupchak,1977,1986,F-C,9-Jun,230,5/24/1954,24/5/1954,1954,32,UNC,https://www.basketball-reference.com/players/k/kupchmi01.html,kupchmi01,1954,32,9
Mitch McGary,Mitch McGary,2015,2016,F-C,10-Jun,255,6/6/1992,6/6/1992,1992,24,Michigan,https://www.basketball-reference.com/players/m/mcgarmi01.html,mcgarmi01,1992,24,1
Al Bianchi,Al Bianchi,1957,1966,G,3-Jun,185,3/26/1932,26/3/1932,1932,34,Bowling Green,https://www.basketball-reference.com/players/b/biancal01.html,biancal01,1932,34,9
Al Harrington,Al Harrington,1999,2014,F,9-Jun,230,2/17/1980,17/2/1980,1980,34,,https://www.basketball-reference.com/players/h/harrial01.html,harrial01,1980,34,15
Mitchell Robinson,Mitchell Robinson,2019,2024,C,Jul-00,240,4/1/1998,1/4/1998,1998,26,Western Kentucky,https://www.basketball-reference.com/players/r/robinmi01.html,robinmi01,1998,26,5
Mitchell Wiggins,Mitchell Wiggins,1984,1992,G,4-Jun,185,9/28/1959,28/9/1959,1959,33,"Clemson, Florida State",https://www.basketball-reference.com/players/w/wiggimi01.html,wiggimi01,1959,33,8
Miye Oni,Miye Oni,2020,2022,G,5-Jun,206,8/4/1997,4/8/1997,1997,25,Yale,https://www.basketball-reference.com/players/o/onimi01.html,onimi01,1997,25,2
Mo Bamba,Mo Bamba,2019,2025,C,Jul-00,231,5/12/1998,12/5/1998,1998,27,Texas,https://www.basketball-reference.com/players/b/bambamo01.html,bambamo01,1998,27,6
Mo Howard,Mo Howard,1977,1977,G,2-Jun,170,8/25/1954,25/8/1954,1954,23,Maryland,https://www.basketball-reference.com/players/h/howarmo01.html,howarmo01,1954,23,0
Mo Layton,Mo Layton,1972,1978,G,1-Jun,180,12/24/1948,24/12/1948,1948,30,"Phoenix College, USC",https://www.basketball-reference.com/players/l/laytomo01.html,laytomo01,1948,30,6
Mo Mahoney,Mo Mahoney,1953,1954,F,2-Jun,205,11/20/1927,20/11/1927,1927,27,Brown University,https://www.basketball-reference.com/players/m/mahonmo01.html,mahonmo01,1927,27,1
Alec Burks,Alec Burks,2012,2025,G,6-Jun,214,7/20/1991,20/7/1991,1991,34,Colorado,https://www.basketball-reference.com/players/b/burksal01.html,burksal01,1991,34,13
Moe Barr,Moe Barr,1971,1971,G,4-Jun,195,6/19/1944,19/6/1944,1944,27,Duquesne,https://www.basketball-reference.com/players/b/barrmo01.html,barrmo01,1944,27,0
Moe Becker,Moe Becker,1947,1947,G-F,1-Jun,185,2/24/1917,24/2/1917,1917,30,Duquesne,https://www.basketball-reference.com/players/b/beckemo01.html,beckemo01,1917,30,0
Moe Radovich,Moe Radovich,1953,1953,G,Jun-00,160,5/5/1929,5/5/1929,1929,24,Wyoming,https://www.basketball-reference.com/players/r/radovmo01.html,radovmo01,1929,24,0
Monk Meineke,Monk Meineke,1953,1958,F-C,7-Jun,208,10/30/1930,30/10/1930,1930,28,Dayton,https://www.basketball-reference.com/players/m/meinemo01.html,meinemo01,1930,28,5
Monta Ellis,Monta Ellis,2006,2017,G,3-Jun,185,10/26/1985,26/10/1985,1985,32,,https://www.basketball-reference.com/players/e/ellismo01.html,ellismo01,1985,32,11
Monte Morris,Monte Morris,2018,2025,G,2-Jun,183,6/27/1995,27/6/1995,1995,30,Iowa State,https://www.basketball-reference.com/players/m/morrimo01.html,morrimo01,1995,30,7
Monte Towe,Monte Towe,1976,1977,G,7-May,150,9/27/1953,27/9/1953,1953,24,NC State,https://www.basketball-reference.com/players/t/towemo01.html,towemo01,1953,24,1
Monti Davis,Monti Davis,1981,1981,F,7-Jun,205,7/26/1958,26/7/1958,1958,23,Tennessee State,https://www.basketball-reference.com/players/d/davismo01.html,davismo01,1958,23,0
Montrezl Harrell,Montrezl Harrell,2016,2023,F-C,7-Jun,240,1/26/1994,26/1/1994,1994,29,Louisville,https://www.basketball-reference.com/players/h/harremo01.html,harremo01,1994,29,7
Monty Williams,Monty Williams,1995,2003,F,8-Jun,225,10/8/1971,8/10/1971,1971,32,Notre Dame,https://www.basketball-reference.com/players/w/willimo01.html,willimo01,1971,32,8
Moochie Norris,Moochie Norris,1997,2006,G,1-Jun,175,7/27/1973,27/7/1973,1973,33,"Auburn, University of West Florida",https://www.basketball-reference.com/players/n/norrimo01.html,norrimo01,1973,33,9
Alex Hannum*,Alex Hannum,1950,1957,F-C,7-Jun,210,7/19/1923,19/7/1923,1923,34,USC,https://www.basketball-reference.com/players/h/hannual01.html,hannual01,1923,34,7
Moritz Wagner,Moritz Wagner,2019,2025,F-C,11-Jun,245,4/26/1997,26/4/1997,1997,28,Michigan,https://www.basketball-reference.com/players/w/wagnemo01.html,wagnemo01,1997,28,6
Morlon Wiley,Morlon Wiley,1989,1995,G,4-Jun,185,9/24/1966,24/9/1966,1966,29,Cal State Long Beach,https://www.basketball-reference.com/players/w/wileymo01.html,wileymo01,1966,29,6
Morris Almond,Morris Almond,2008,2012,G,6-Jun,225,2/2/1985,2/2/1985,1985,27,Rice University,https://www.basketball-reference.com/players/a/almonmo01.html,almonmo01,1985,27,4
Allan Houston,Allan Houston,1994,2005,G,6-Jun,200,4/20/1971,20/4/1971,1971,34,Tennessee,https://www.basketball-reference.com/players/h/houstal01.html,houstal01,1971,34,11
Moses Brown,Moses Brown,2020,2025,C,2-Jul,245,10/13/1999,13/10/1999,1999,26,UCLA,https://www.basketball-reference.com/players/b/brownmo01.html,brownmo01,1999,26,5
Alvan Adams,Alvan Adams,1976,1988,C-F,9-Jun,210,7/19/1954,19/7/1954,1954,34,Oklahoma,https://www.basketball-reference.com/players/a/adamsal01.html,adamsal01,1954,34,12
Moses Moody,Moses Moody,2022,2025,G,5-Jun,205,5/31/2002,31/5/2002,2002,23,Arkansas,https://www.basketball-reference.com/players/m/moodymo01.html,moodymo01,2002,23,3
Moses Wright,Moses Wright,2022,2022,F,9-Jun,233,12/23/1998,23/12/1998,1998,24,Georgia Tech,https://www.basketball-reference.com/players/w/wrighmo01.html,wrighmo01,1998,24,0
Mouhamadou Gueye,Mouhamadou Gueye,2024,2024,F,9-Jun,210,7/6/1998,6/7/1998,1998,26,"Monroe Community College, Stony Brook University, Pitt",https://www.basketball-reference.com/players/g/gueyemo01.html,gueyemo01,1998,26,0
Mouhamed Gueye,Mouhamed Gueye,2024,2025,F,11-Jun,210,11/9/2002,9/11/2002,2002,23,Washington State,https://www.basketball-reference.com/players/g/gueyemo02.html,gueyemo02,2002,23,1
Mouhamed Sene,Mouhamed Sene,2007,2009,C-F,11-Jun,230,5/12/1986,12/5/1986,1986,23,,https://www.basketball-reference.com/players/s/senesa01.html,senesa01,1986,23,2
Moussa Diabaté,Moussa Diabaté,2023,2025,F,11-Jun,210,1/21/2002,21/1/2002,2002,23,Michigan,https://www.basketball-reference.com/players/d/diabamo01.html,diabamo01,2002,23,2
Alvin Robertson,Alvin Robertson,1985,1996,G,4-Jun,185,7/22/1962,22/7/1962,1962,34,Arkansas,https://www.basketball-reference.com/players/r/roberal01.html,roberal01,1962,34,11
Murray Mitchell,Murray Mitchell,1950,1950,C,6-Jun,,3/19/1923,19/3/1923,1923,27,Sam Houston State University,https://www.basketball-reference.com/players/m/mitchmu01.html,mitchmu01,1923,27,0
Murray Wier,Murray Wier,1950,1950,G,9-May,155,12/12/1926,12/12/1926,1926,24,Iowa,https://www.basketball-reference.com/players/w/wiermu01.html,wiermu01,1926,24,0
Mustafa Shakur,Mustafa Shakur,2011,2014,G,3-Jun,190,8/18/1984,18/8/1984,1984,30,Arizona,https://www.basketball-reference.com/players/s/shakumu01.html,shakumu01,1984,30,3
Mychal Mulder,Mychal Mulder,2020,2022,G-F,3-Jun,184,6/12/1994,12/6/1994,1994,28,"Vincennes University, Kentucky",https://www.basketball-reference.com/players/m/muldemy01.html,muldemy01,1994,28,2
Amar'e Stoudemire,Amar'e Stoudemire,2003,2016,F-C,10-Jun,245,11/16/1982,16/11/1982,1982,34,,https://www.basketball-reference.com/players/s/stoudam01.html,stoudam01,1982,34,13
Mychel Thompson,Mychel Thompson,2012,2012,G,6-Jun,211,6/1/1988,1/6/1988,1988,24,Pepperdine,https://www.basketball-reference.com/players/t/thompmy02.html,thompmy02,1988,24,0
Myke Henry,Myke Henry,2018,2018,F,6-Jun,210,12/23/1992,23/12/1992,1992,26,DePaul,https://www.basketball-reference.com/players/h/henrymy01.html,henrymy01,1992,26,0
Myles Patrick,Myles Patrick,1981,1981,F,8-Jun,220,11/19/1954,19/11/1954,1954,27,Auburn,https://www.basketball-reference.com/players/p/patrimy01.html,patrimy01,1954,27,0
Myles Powell,Myles Powell,2022,2022,G,2-Jun,195,7/7/1997,7/7/1997,1997,25,Seton Hall,https://www.basketball-reference.com/players/p/powelmy01.html,powelmy01,1997,25,0
Myles Turner,Myles Turner,2016,2025,C-F,11-Jun,250,3/24/1996,24/3/1996,1996,29,Texas,https://www.basketball-reference.com/players/t/turnemy01.html,turnemy01,1996,29,9
Myron Brown,Myron Brown,1992,1992,G,3-Jun,180,11/3/1969,3/11/1969,1969,23,Slippery Rock University of Pennsylvania,https://www.basketball-reference.com/players/b/brownmy01.html,brownmy01,1969,23,0
Myron Jackson,Myron Jackson,1987,1987,G,3-Jun,185,5/6/1964,6/5/1964,1964,23,Little Rock,https://www.basketball-reference.com/players/j/jacksmy01.html,jacksmy01,1964,23,0
Naji Marshall,Naji Marshall,2021,2025,F,7-Jun,220,1/24/1998,24/1/1998,1998,27,Xavier,https://www.basketball-reference.com/players/m/marshna01.html,marshna01,1998,27,4
Nando De Colo,Nando De Colo,2013,2014,G,5-Jun,200,6/23/1987,23/6/1987,1987,27,,https://www.basketball-reference.com/players/d/decolna01.html,decolna01,1987,27,1
Nassir Little,Nassir Little,2020,2024,F,5-Jun,220,2/11/2000,11/2/2000,2000,24,UNC,https://www.basketball-reference.com/players/l/littlna01.html,littlna01,2000,24,4
Andrei Kirilenko,Andrei Kirilenko,2002,2015,F,9-Jun,220,2/18/1981,18/2/1981,1981,34,,https://www.basketball-reference.com/players/k/kirilan01.html,kirilan01,1981,34,13
Nat Frankel,Nat Frankel,1947,1947,F-G,Jun-00,195,11/3/1913,3/11/1913,1913,34,Brooklyn College,https://www.basketball-reference.com/players/f/frankna01.html,frankna01,1913,34,0
Nat Hickey,Nat Hickey,1948,1948,G-F,11-May,180,1/30/1902,30/1/1902,1902,46,,https://www.basketball-reference.com/players/h/hickena01.html,hickena01,1902,46,0
Nat Militzok,Nat Militzok,1947,1947,F,3-Jun,195,5/3/1923,3/5/1923,1923,24,Cornell,https://www.basketball-reference.com/players/m/militna01.html,militna01,1923,24,0
Nate Barnett,Nate Barnett,1976,1976,G,3-Jun,175,1/29/1953,29/1/1953,1953,23,University of Akron,https://www.basketball-reference.com/players/b/barnena01.html,barnena01,1953,23,0
Nate Blackwell,Nate Blackwell,1988,1988,G,4-Jun,170,2/15/1965,15/2/1965,1965,23,Temple,https://www.basketball-reference.com/players/b/blackna01.html,blackna01,1965,23,0
Nate Bowman,Nate Bowman,1967,1972,C,10-Jun,230,3/19/1943,19/3/1943,1943,29,Wichita State,https://www.basketball-reference.com/players/b/bowmana01.html,bowmana01,1943,29,5
Nate Darling,Nate Darling,2021,2021,G,6-Jun,200,8/30/1998,30/8/1998,1998,23,"UAB, University of Delaware",https://www.basketball-reference.com/players/d/darlina01.html,darlina01,1998,23,0
Nate DeLong,Nate DeLong,1952,1952,C,6-Jun,220,1/5/1926,5/1/1926,1926,26,Wisconsin-River Falls,https://www.basketball-reference.com/players/d/delonna01.html,delonna01,1926,26,0
Nate Driggers,Nate Driggers,1997,1997,G,5-Jun,215,10/12/1973,12/10/1973,1973,24,University of Montevallo,https://www.basketball-reference.com/players/d/driggna01.html,driggna01,1973,24,0
Nate Hawthorne,Nate Hawthorne,1974,1976,G,4-Jun,190,1/15/1950,15/1/1950,1950,26,Southern Illinois,https://www.basketball-reference.com/players/h/hawthna01.html,hawthna01,1950,26,2
Nate Hinton,Nate Hinton,2021,2024,G,5-Jun,210,6/8/1999,8/6/1999,1999,25,Houston,https://www.basketball-reference.com/players/h/hintona01.html,hintona01,1999,25,3
Nate Huffman,Nate Huffman,2003,2003,C,1-Jul,245,4/2/1975,2/4/1975,1975,28,Central Michigan University,https://www.basketball-reference.com/players/h/huffmna01.html,huffmna01,1975,28,0
Nate Johnston,Nate Johnston,1990,1990,F,8-Jun,210,12/18/1966,18/12/1966,1966,24,University of Tampa,https://www.basketball-reference.com/players/j/johnsna01.html,johnsna01,1966,24,0
Andrew Gaze,Andrew Gaze,1994,1999,G,7-Jun,205,7/24/1965,24/7/1965,1965,34,Seton Hall,https://www.basketball-reference.com/players/g/gazean01.html,gazean01,1965,34,5
Nate Robinson,Nate Robinson,2006,2016,G,9-May,180,5/31/1984,31/5/1984,1984,32,Washington,https://www.basketball-reference.com/players/r/robinna01.html,robinna01,1984,32,10
Andrew Lang,Andrew Lang,1989,2000,C,11-Jun,245,6/28/1966,28/6/1966,1966,34,Arkansas,https://www.basketball-reference.com/players/l/langan01.html,langan01,1966,34,11
Nate Williams,Nate Williams,1972,1979,F-G,5-Jun,215,5/2/1950,2/5/1950,1950,29,Utah State University,https://www.basketball-reference.com/players/w/willina01.html,willina01,1950,29,7
Nate Wolters,Nate Wolters,2014,2018,G,4-Jun,190,5/15/1991,15/5/1991,1991,27,South Dakota State,https://www.basketball-reference.com/players/w/woltena01.html,woltena01,1991,27,4
Nathan Jawai,Nathan Jawai,2009,2010,C-F,10-Jun,280,10/10/1986,10/10/1986,1986,24,Midland College,https://www.basketball-reference.com/players/j/jawaina01.html,jawaina01,1986,24,1
